gene_symbol,sex_analysis_recommendation,male_sufficient,female_sufficient,max_male_mice,max_female_mice
Dnajc16,Both male and female analysis recommended,True,True,4.0,4.0
Phka2,Insufficient data for sex-specific analysis,True,True,4.0,3.0
Acsm1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Chmp7,Both male and female analysis recommended,True,True,4.0,4.0
Dpy19l1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ncoa7,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rnf138,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rtn4r,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ankrd13c,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mau2,Female-only analysis recommended,False,True,1.0,3.0
Ankrd48,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Rnf126,Both male and female analysis recommended,True,True,4.0,4.0
Hsf1,Both male and female analysis recommended,True,True,4.0,4.0
Arr3,Insufficient data for sex-specific analysis,True,True,3.0,4.0
Tmem222,Both male and female analysis recommended,True,True,3.0,4.0
Ggnbp1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ilkap,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fbxo27,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pxk,Insufficient data for sex-specific analysis,False,False,2.0,2.0
P4ha3,Both male and female analysis recommended,True,True,3.0,4.0
Uckl1,Both male and female analysis recommended,True,True,4.0,4.0
Krt83,Female-only analysis recommended,False,True,1.0,3.0
Slc25a4,Female-only analysis recommended,False,True,1.0,3.0
Tdrkh,Both male and female analysis recommended,True,True,4.0,4.0
Champ1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Coa5,Female-only analysis recommended,False,True,0.0,4.0
Epha2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cspp1,Both male and female analysis recommended,True,True,3.0,4.0
Mef2b,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Fnbp1l,Female-only analysis recommended,False,True,2.0,3.0
Cdk12,Male-only analysis recommended,True,False,3.0,2.0
Slc25a20,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Egfl6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cyb5d2,Both male and female analysis recommended,True,True,4.0,4.0
Taf9b,Insufficient data for sex-specific analysis,False,False,,
Plekhf2,Both male and female analysis recommended,True,True,4.0,4.0
Jakmip3,Both male and female analysis recommended,True,True,3.0,4.0
Alox15,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tdp1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Adcy6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Arhgap10,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Edem3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gtf2e2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fibin,Both male and female analysis recommended,True,True,4.0,4.0
Bcas1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Notch4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pdss1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Appbp2,Both male and female analysis recommended,True,True,3.0,3.0
Btbd9,Both male and female analysis recommended,True,True,3.0,4.0
Plxna4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Lpin2,Male-only analysis recommended,True,False,4.0,0.0
Arhgap22,Male-only analysis recommended,True,False,4.0,0.0
Smarcd3,Both male and female analysis recommended,True,True,4.0,4.0
Esrra,Both male and female analysis recommended,True,True,4.0,4.0
Klhl21,Female-only analysis recommended,False,True,0.0,4.0
Mypn,Both male and female analysis recommended,True,True,4.0,5.0
Nek11,Both male and female analysis recommended,True,True,4.0,3.0
Prep,Both male and female analysis recommended,True,True,4.0,4.0
Timp1,Insufficient data for sex-specific analysis,False,False,,
Ythdf2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Naa50,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ammecr1l,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Larp6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Bicra,Both male and female analysis recommended,True,True,4.0,3.0
Drgx,Insufficient data for sex-specific analysis,False,False,,
Spns3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cox20,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Katna1,Male-only analysis recommended,True,False,4.0,0.0
Ttc28,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Adamts18,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Lmcd1,Both male and female analysis recommended,True,True,4.0,4.0
Tff1,Male-only analysis recommended,True,False,4.0,2.0
Tmem119,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Postn,Both male and female analysis recommended,True,True,4.0,3.0
Unc80,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Atf6b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cdrt4,Both male and female analysis recommended,True,True,4.0,4.0
Rabggta,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Nol8,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cyp4f39,Both male and female analysis recommended,True,True,4.0,4.0
Prkx,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Hrh4,Both male and female analysis recommended,True,True,3.0,3.0
Vsig4,Insufficient data for sex-specific analysis,True,True,4.0,4.0
Gkn2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Gpr137,Both male and female analysis recommended,True,True,4.0,3.0
Dsc3,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Sgsh,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pmm2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Trav1,Both male and female analysis recommended,True,True,4.0,3.0
Ovch2,Both male and female analysis recommended,True,True,3.0,4.0
Tstd1,Both male and female analysis recommended,True,True,3.0,4.0
Qsox2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tmco5,Insufficient data for sex-specific analysis,False,False,1.0,2.0
Fus,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Kif18b,Male-only analysis recommended,True,False,4.0,0.0
Cdh18,Insufficient data for sex-specific analysis,False,False,1.0,2.0
Bmx,Insufficient data for sex-specific analysis,False,False,,
Srsf6,Both male and female analysis recommended,True,True,4.0,4.0
Phtf1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Clec5a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fabp1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Syne3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ifi208,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fabp2,Both male and female analysis recommended,True,True,4.0,4.0
Grsf1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Klhl40,Both male and female analysis recommended,True,True,4.0,4.0
Npsr1,Male-only analysis recommended,True,False,4.0,0.0
Ppp2r2c,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cct8,Both male and female analysis recommended,True,True,4.0,4.0
Alg6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cs,Both male and female analysis recommended,True,True,4.0,4.0
Hacd1,Female-only analysis recommended,False,True,2.0,4.0
Commd10,Female-only analysis recommended,False,True,0.0,4.0
Adam32,Both male and female analysis recommended,True,True,4.0,4.0
Leo1,Male-only analysis recommended,True,False,4.0,0.0
Cry1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
H2az1,Both male and female analysis recommended,True,True,4.0,4.0
Dcaf7,Both male and female analysis recommended,True,True,3.0,3.0
Slc66a3,Male-only analysis recommended,True,False,3.0,1.0
Lrrc41,Female-only analysis recommended,False,True,1.0,4.0
Trak2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ddt,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cyp2e1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Atp8b2,Both male and female analysis recommended,True,True,4.0,4.0
B2m,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Pttg1ip,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Lyz3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Arl10,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Frmd3,Both male and female analysis recommended,True,True,4.0,4.0
Rnaset2b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
5730455P16Rik,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Usp14,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Garre1,Both male and female analysis recommended,True,True,3.0,4.0
Celf5,Both male and female analysis recommended,True,True,4.0,3.0
Kcng4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Adamts1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zcchc14,Male-only analysis recommended,True,False,4.0,1.0
Gpr63,Insufficient data for sex-specific analysis,False,False,2.0,1.0
Slc22a8,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Prob1,Both male and female analysis recommended,True,True,4.0,4.0
Kcnc2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fxyd3,Female-only analysis recommended,False,True,1.0,3.0
Pak1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Polr3a,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Akap8l,Both male and female analysis recommended,True,True,4.0,4.0
Mamdc2,Both male and female analysis recommended,True,True,4.0,3.0
Fbrs,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Kif21a,Both male and female analysis recommended,True,True,4.0,4.0
Asb10,Both male and female analysis recommended,True,True,4.0,3.0
Dalrd3,Both male and female analysis recommended,True,True,4.0,3.0
Acadvl,Insufficient data for sex-specific analysis,False,False,2.0,2.0
1700037C18Rik,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ccdc88b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Phtf2,Female-only analysis recommended,False,True,2.0,3.0
Sfswap,Both male and female analysis recommended,True,True,4.0,4.0
Hhipl1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
4930579F01Rik,Male-only analysis recommended,True,False,4.0,2.0
Ntrk1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Dyrk2,Both male and female analysis recommended,True,True,3.0,3.0
Hsfy2,Both male and female analysis recommended,True,True,4.0,4.0
Wbp2nl,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Hsf4,Both male and female analysis recommended,True,True,4.0,3.0
Map3k8,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zdhhc5,Female-only analysis recommended,False,True,4.0,4.0
Rmrp,Both male and female analysis recommended,True,True,8.0,8.0
Slc25a42,Both male and female analysis recommended,True,True,4.0,4.0
Pnn,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Glyatl3,Female-only analysis recommended,False,True,1.0,3.0
Oxr1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Katnb1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ppp1r12b,Both male and female analysis recommended,True,True,4.0,4.0
Gp1bb,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Speg,Male-only analysis recommended,True,False,3.0,2.0
Wfdc2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Aff2,Insufficient data for sex-specific analysis,True,True,5.0,8.0
Vps13d,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Hsd17b1,Both male and female analysis recommended,True,True,4.0,4.0
Ulk3,Male-only analysis recommended,True,False,3.0,2.0
Wee1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Chrna2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ang,Insufficient data for sex-specific analysis,False,False,1.0,2.0
Agbl1,Both male and female analysis recommended,True,True,4.0,4.0
Btnl1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fbxo48,Both male and female analysis recommended,True,True,4.0,4.0
Ltbp4,Insufficient data for sex-specific analysis,False,False,,
Ddx54,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Creld2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Zfp267,Both male and female analysis recommended,True,True,4.0,4.0
Adamts6,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Fuca1,Both male and female analysis recommended,True,True,4.0,4.0
Kirrel1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Wdr33,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Washc3,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Riiad1,Both male and female analysis recommended,True,True,4.0,4.0
Ranbp2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Arhgef5,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Eef1d,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Klk9,Female-only analysis recommended,False,True,1.0,4.0
Nt5e,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Atp8b3,Both male and female analysis recommended,True,True,4.0,4.0
Snx31,Male-only analysis recommended,True,False,4.0,0.0
Tspan13,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mink1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Flii,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Mtap,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Ap1g1,Both male and female analysis recommended,True,True,3.0,4.0
Tram1,Both male and female analysis recommended,True,True,4.0,4.0
Pcsk4,Both male and female analysis recommended,True,True,4.0,4.0
Mroh2b,Both male and female analysis recommended,True,True,4.0,3.0
Wdr41,Both male and female analysis recommended,True,True,4.0,4.0
Acvr1b,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Sccpdh,Both male and female analysis recommended,True,True,4.0,4.0
Frs2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cxcl1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tmem87b,Both male and female analysis recommended,True,True,4.0,4.0
Mr1,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tomm22,Both male and female analysis recommended,True,True,4.0,4.0
Zfp474,Female-only analysis recommended,False,True,8.0,8.0
Pitx1,Female-only analysis recommended,False,True,0.0,4.0
Usp50,Female-only analysis recommended,False,True,2.0,3.0
Adgrf5,Male-only analysis recommended,True,False,4.0,0.0
Tpo,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Tmem116,Both male and female analysis recommended,True,True,4.0,4.0
Lat,Both male and female analysis recommended,True,True,3.0,3.0
Hdac2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Cldn18,Insufficient data for sex-specific analysis,False,False,1.0,2.0
Krt74,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Irgq,Both male and female analysis recommended,True,True,3.0,3.0
Hpcal4,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Egfl8,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Catsper2,Insufficient data for sex-specific analysis,False,False,2.0,2.0
Myrfl,Male-only analysis recommended,True,False,3.0,2.0
Slc2a2,Male-only analysis recommended,True,False,4.0,0.0
Ccdc122,Male-only analysis recommended,True,False,4.0,0.0
Yy2,Insufficient data for sex-specific analysis,False,False,,
Th,Insufficient data for sex-specific analysis,False,False,2.0,2.0
