gene_symbol,allele_symbol,zygosity,center,all_bayes_factor,all_p_hearing_loss,all_hdi_lower,all_hdi_upper,all_n_mutants,all_n_controls,all_analysis_key,all_effect_6kHz-evoked,all_effect_12kHz-evoked,all_effect_18kHz-evoked,all_effect_24kHz-evoked,all_effect_30kHz-evoked,male_bayes_factor,male_p_hearing_loss,male_hdi_lower,male_hdi_upper,male_n_mutants,male_n_controls,male_analysis_key,male_effect_6kHz-evoked,male_effect_12kHz-evoked,male_effect_18kHz-evoked,male_effect_24kHz-evoked,male_effect_30kHz-evoked,female_bayes_factor,female_p_hearing_loss,female_hdi_lower,female_hdi_upper,female_n_mutants,female_n_controls,female_analysis_key,female_effect_6kHz-evoked,female_effect_12kHz-evoked,female_effect_18kHz-evoked,female_effect_24kHz-evoked,female_effect_30kHz-evoked
Panx3,Panx3<tm1b(KOMP)Wtsi>,homozygote,UC Davis,0.1370096645821489,0.29,0.02,0.59,4.0,569.0,Panx3_Panx3<tm1b(KOMP)Wtsi>_homozygote_UC Davis,17.7,24.11,17.422,15.956,17.343,,,,,,,,,,,,,,,,,,,,,,,,
Tagln2,Tagln2<em1(IMPC)Tcp>,homozygote,TCP,0.0089544709294993,0.128,0.0,0.338,4.0,588.0,Tagln2_Tagln2<em1(IMPC)Tcp>_homozygote_TCP,20.009,19.978,20.003,19.996,20.012,,,,,,,,,,,,,,,,,,,,,,,,
Zfp692,Zfp692<em1(IMPC)J>,homozygote,JAX,0.0003751406777541,0.084,0.0,0.231,8.0,2541.0,Zfp692_Zfp692<em1(IMPC)J>_homozygote_JAX,19.936,19.993,20.044,19.958,19.955,0.0090817356205852,0.125,0.0,0.334,4.0,1264.0,Zfp692_Zfp692<em1(IMPC)J>_homozygote_JAX_male,19.951,19.974,20.039,20.006,19.969,0.0093363613424173,0.126,0.0,0.337,4.0,1277.0,Zfp692_Zfp692<em1(IMPC)J>_homozygote_JAX_female,20.036,19.975,20.033,19.968,19.949
Suclg2,Suclg2<em1(IMPC)Mbp>,homozygote,UC Davis,0.0073029463611181,0.126,0.0,0.325,4.0,569.0,Suclg2_Suclg2<em1(IMPC)Mbp>_homozygote_UC Davis,19.974,19.975,19.998,19.954,19.947,,,,,,,,,,,,,,,,,,,,,,,,
Zfp689,Zfp689<tm1.1(KOMP)Vlcg>,homozygote,JAX,0.0006253908692933,0.083,0.0,0.221,8.0,2541.0,Zfp689_Zfp689<tm1.1(KOMP)Vlcg>_homozygote_JAX,19.995,19.979,19.978,19.98,19.981,0.008827238335435,0.126,0.0,0.336,4.0,1264.0,Zfp689_Zfp689<tm1.1(KOMP)Vlcg>_homozygote_JAX_male,19.948,20.014,20.01,20.056,19.984,0.0062893081761006,0.124,0.0,0.327,4.0,1277.0,Zfp689_Zfp689<tm1.1(KOMP)Vlcg>_homozygote_JAX_female,19.924,19.983,20.016,20.032,19.98
Wnt16,Wnt16<tm2b(EUCOMM)Wtsi>,heterozygote,WTSI,0.0083186286866649,0.125,0.0,0.331,4.0,904.0,Wnt16_Wnt16<tm2b(EUCOMM)Wtsi>_heterozygote_WTSI,20.043,20.011,19.98,19.976,19.986,0.0064159013712416,0.124,0.0,0.329,4.0,453.0,Wnt16_Wnt16<tm2b(EUCOMM)Wtsi>_heterozygote_WTSI_male,19.977,19.979,20.047,19.995,19.985,,,,,,,,,,,,
Nat10,Nat10<tm1a(KOMP)Wtsi>,heterozygote,WTSI,0.0634055562940316,0.246,0.019,0.512,4.0,904.0,Nat10_Nat10<tm1a(KOMP)Wtsi>_heterozygote_WTSI,9.921,16.494,19.777,15.311,20.374,0.0732492621411322,0.252,0.013,0.52,4.0,453.0,Nat10_Nat10<tm1a(KOMP)Wtsi>_heterozygote_WTSI_male,9.632,16.478,20.094,15.391,20.64,,,,,,,,,,,,
Papolg,Papolg<em1(IMPC)J>,heterozygote,JAX,0.0002500625156289,0.084,0.0,0.222,8.0,2541.0,Papolg_Papolg<em1(IMPC)J>_heterozygote_JAX,19.999,19.937,19.973,20.012,19.934,0.0084457330139921,0.126,0.0,0.338,4.0,1264.0,Papolg_Papolg<em1(IMPC)J>_heterozygote_JAX_male,20.058,20.007,19.994,20.043,20.018,0.0083186286866649,0.125,0.0,0.336,4.0,1277.0,Papolg_Papolg<em1(IMPC)J>_heterozygote_JAX_female,19.94,19.947,19.819,19.993,19.912
Cyth4,Cyth4<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,0.0,0.05,0.0,0.139,16.0,2953.0,Cyth4_Cyth4<em1(IMPC)Ccpcz>_homozygote_CCP-IMG,19.985,20.008,19.999,20.028,19.999,0.0007505629221916,0.084,0.0,0.225,8.0,1480.0,Cyth4_Cyth4<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_male,20.003,19.993,19.95,20.045,20.02,0.0005002501250625,0.084,0.0,0.226,8.0,1473.0,Cyth4_Cyth4<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_female,19.975,20.024,20.009,20.007,20.005
Rxfp4,Rxfp4<tm1.1(KOMP)Vlcg>,homozygote,JAX,0.0008757662955085,0.091,0.0,0.248,7.0,2541.0,Rxfp4_Rxfp4<tm1.1(KOMP)Vlcg>_homozygote_JAX,20.009,19.967,19.952,19.993,20.011,0.014584654407102,0.143,0.0,0.373,3.0,1264.0,Rxfp4_Rxfp4<tm1.1(KOMP)Vlcg>_homozygote_JAX_male,20.035,19.958,19.994,20.016,19.98,0.0081915563957151,0.126,0.0,0.333,4.0,1277.0,Rxfp4_Rxfp4<tm1.1(KOMP)Vlcg>_homozygote_JAX_female,20.036,20.023,19.954,20.046,19.988
Sycp2,Sycp2<tm1b(EUCOMM)Hmgu>,homozygote,HMGU,0.0001250156269533,0.083,0.0,0.229,8.0,1804.0,Sycp2_Sycp2<tm1b(EUCOMM)Hmgu>_homozygote_HMGU,20.029,20.048,19.972,19.963,20.071,0.0087000378262514,0.124,0.0,0.329,4.0,920.0,Sycp2_Sycp2<tm1b(EUCOMM)Hmgu>_homozygote_HMGU_male,20.007,19.991,19.985,20.045,19.998,0.0078105316200554,0.125,0.0,0.332,4.0,884.0,Sycp2_Sycp2<tm1b(EUCOMM)Hmgu>_homozygote_HMGU_female,19.958,19.965,19.97,20.119,19.995
Nacc2,Nacc2<tm2b(EUCOMM)Wtsi>,homozygote,WTSI,0.0023806540533767,0.099,0.0,0.273,6.0,904.0,Nacc2_Nacc2<tm2b(EUCOMM)Wtsi>_homozygote_WTSI,19.92,20.02,19.977,19.929,19.963,,,,,,,,,,,,,0.0085728693898134,0.126,0.0,0.34,4.0,451.0,Nacc2_Nacc2<tm2b(EUCOMM)Wtsi>_homozygote_WTSI_female,19.963,20.005,19.994,20.006,20.023
Stxbp4,Stxbp4<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,0.0303967027305512,0.152,0.0,0.414,6.0,904.0,Stxbp4_Stxbp4<tm1a(EUCOMM)Wtsi>_homozygote_WTSI,17.855,18.358,17.891,17.493,19.63,,,,,,,,,,,,,0.0097185409567083,0.126,0.0,0.337,4.0,451.0,Stxbp4_Stxbp4<tm1a(EUCOMM)Wtsi>_homozygote_WTSI_female,19.984,19.945,20.021,20.029,20.0
Lamtor3,Lamtor3<em1(IMPC)Hmgu>,heterozygote,HMGU,0.0006253908692933,0.084,0.0,0.224,8.0,1804.0,Lamtor3_Lamtor3<em1(IMPC)Hmgu>_heterozygote_HMGU,19.917,20.047,20.062,19.98,20.028,0.0079375078745117,0.123,0.0,0.323,4.0,920.0,Lamtor3_Lamtor3<em1(IMPC)Hmgu>_heterozygote_HMGU_male,20.058,19.958,20.023,20.021,20.013,0.0076835873535709,0.125,0.0,0.33,4.0,884.0,Lamtor3_Lamtor3<em1(IMPC)Hmgu>_heterozygote_HMGU_female,19.967,19.986,20.037,19.912,19.989
Col11a2,Col11a2<tm1b(KOMP)Wtsi>,heterozygote,HMGU,0.0005002501250625,0.09,0.0,0.242,7.0,755.0,Col11a2_Col11a2<tm1b(KOMP)Wtsi>_heterozygote_HMGU,19.947,19.963,20.007,20.015,19.977,0.0156150818839659,0.144,0.0,0.376,3.0,392.0,Col11a2_Col11a2<tm1b(KOMP)Wtsi>_heterozygote_HMGU_male,19.998,19.984,20.02,19.962,20.007,0.0078105316200554,0.125,0.0,0.332,4.0,363.0,Col11a2_Col11a2<tm1b(KOMP)Wtsi>_heterozygote_HMGU_female,19.982,20.018,20.079,20.07,19.961
Fbxl7,Fbxl7<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,0.0079375078745117,0.125,0.0,0.328,4.0,904.0,Fbxl7_Fbxl7<tm1a(EUCOMM)Wtsi>_homozygote_WTSI,20.105,20.001,20.005,20.015,20.062,0.0167768174885612,0.143,0.0,0.373,3.0,453.0,Fbxl7_Fbxl7<tm1a(EUCOMM)Wtsi>_homozygote_WTSI_male,20.002,20.006,20.03,20.025,20.0,,,,,,,,,,,,
Crcp,Crcp<em1(IMPC)J>,heterozygote,JAX,0.0005002501250625,0.085,0.0,0.231,8.0,2541.0,Crcp_Crcp<em1(IMPC)J>_heterozygote_JAX,19.704,19.786,19.946,19.933,19.976,0.0069225928256765,0.124,0.0,0.323,4.0,1264.0,Crcp_Crcp<em1(IMPC)J>_heterozygote_JAX_male,20.037,19.922,20.067,20.02,20.077,0.0122738200683284,0.134,0.0,0.361,4.0,1277.0,Crcp_Crcp<em1(IMPC)J>_heterozygote_JAX_female,19.503,19.699,20.032,19.793,19.877
H3f3b,H3f3b<tm1.1(KOMP)Mbp>,homozygote,UC Davis,0.078894133513149,0.244,0.0,0.52,7.0,569.0,H3f3b_H3f3b<tm1.1(KOMP)Mbp>_homozygote_UC Davis,16.07,19.333,16.309,15.267,17.892,0.0198878123406425,0.151,0.0,0.397,3.0,281.0,H3f3b_H3f3b<tm1.1(KOMP)Mbp>_homozygote_UC Davis_male,19.833,19.908,19.791,19.828,19.882,0.2549019607843137,0.349,0.033,0.654,4.0,288.0,H3f3b_H3f3b<tm1.1(KOMP)Mbp>_homozygote_UC Davis_female,15.192,20.035,15.697,13.654,17.249
Ly6g5b,Ly6g5b<em1(IMPC)J>,homozygote,JAX,0.0041420861051838,0.112,0.0,0.292,5.0,2541.0,Ly6g5b_Ly6g5b<em1(IMPC)J>_homozygote_JAX,19.853,20.051,19.902,20.06,19.981,,,,,,,,,,,,,0.0183299389002036,0.149,0.0,0.382,3.0,1277.0,Ly6g5b_Ly6g5b<em1(IMPC)J>_homozygote_JAX_female,19.748,19.944,19.97,19.939,19.996
Fer,Fer<em1(IMPC)Tcp>,homozygote,TCP,0.0848928668294006,0.26,0.017,0.533,4.0,588.0,Fer_Fer<em1(IMPC)Tcp>_homozygote_TCP,18.093,9.785,19.832,18.556,16.034,,,,,,,,,,,,,,,,,,,,,,,,
Fer,Fer<em1(IMPC)Tcp>,heterozygote,TCP,0.0083186286866649,0.125,0.0,0.332,4.0,588.0,Fer_Fer<em1(IMPC)Tcp>_heterozygote_TCP,19.938,20.029,20.03,20.02,20.014,,,,,,,,,,,,,,,,,,,,,,,,
Usp32,Usp32<em1(IMPC)Mhzh>,heterozygote,MARC,0.4396256973186971,0.412,0.104,0.719,6.0,147.0,Usp32_Usp32<em1(IMPC)Mhzh>_heterozygote_MARC,12.03,12.29,7.273,22.393,25.277,0.0712372790573112,0.209,0.0,0.512,3.0,83.0,Usp32_Usp32<em1(IMPC)Mhzh>_heterozygote_MARC_male,17.592,18.415,17.233,20.238,21.074,0.2008405884118883,0.317,0.032,0.636,3.0,64.0,Usp32_Usp32<em1(IMPC)Mhzh>_heterozygote_MARC_female,16.424,16.005,11.553,26.122,22.514
Tyw1,Tyw1<tm1b(KOMP)Wtsi>,homozygote,JAX,0.0021295252411374,0.1,0.0,0.269,8.0,2541.0,Tyw1_Tyw1<tm1b(KOMP)Wtsi>_homozygote_JAX,18.638,19.113,20.204,19.356,19.77,0.0341261633919338,0.165,0.0,0.43,4.0,1264.0,Tyw1_Tyw1<tm1b(KOMP)Wtsi>_homozygote_JAX_male,17.972,18.628,20.262,19.168,19.518,0.0083186286866649,0.125,0.0,0.334,4.0,1277.0,Tyw1_Tyw1<tm1b(KOMP)Wtsi>_homozygote_JAX_female,20.005,19.933,20.055,19.972,20.053
Bzw1,Bzw1<em1(IMPC)J>,homozygote,JAX,0.0002500625156289,0.084,0.0,0.229,8.0,2541.0,Bzw1_Bzw1<em1(IMPC)J>_homozygote_JAX,20.005,20.01,19.943,20.05,20.079,0.0064159013712416,0.125,0.0,0.332,4.0,1264.0,Bzw1_Bzw1<em1(IMPC)J>_homozygote_JAX_male,19.993,19.918,20.009,19.956,20.06,0.0067958721369242,0.123,0.0,0.324,4.0,1277.0,Bzw1_Bzw1<em1(IMPC)J>_homozygote_JAX_female,19.991,19.992,19.998,20.011,20.042
Psen2,Psen2<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,0.0,0.05,0.0,0.138,16.0,2953.0,Psen2_Psen2<em1(IMPC)Ccpcz>_homozygote_CCP-IMG,19.911,20.0,20.022,19.995,19.942,0.0003751406777541,0.084,0.0,0.228,8.0,1480.0,Psen2_Psen2<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_male,20.004,20.012,19.94,20.006,19.898,0.0002500625156289,0.083,0.0,0.226,8.0,1473.0,Psen2_Psen2<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_female,19.971,20.027,19.955,20.02,19.984
Car6,Car6<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,0.002004008016032,0.173,0.023,0.343,15.0,2953.0,Car6_Car6<em1(IMPC)Ccpcz>_homozygote_CCP-IMG,13.853,14.727,19.676,15.649,19.539,0.1020801763328282,0.298,0.063,0.568,8.0,1480.0,Car6_Car6<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_male,13.955,14.199,18.831,15.417,19.694,0.0005002501250625,0.091,0.0,0.247,7.0,1473.0,Car6_Car6<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_female,19.946,19.952,20.063,20.021,20.028
Tbc1d5,Tbc1d5<em1(IMPC)J>,homozygote,JAX,0.0005002501250625,0.085,0.0,0.231,8.0,2541.0,Tbc1d5_Tbc1d5<em1(IMPC)J>_homozygote_JAX,19.991,19.963,19.905,19.999,19.899,0.0090817356205852,0.128,0.0,0.345,4.0,1264.0,Tbc1d5_Tbc1d5<em1(IMPC)J>_homozygote_JAX_male,19.871,19.99,19.922,19.965,19.85,0.0087000378262514,0.125,0.0,0.331,4.0,1277.0,Tbc1d5_Tbc1d5<em1(IMPC)J>_homozygote_JAX_female,19.943,19.957,19.92,19.991,20.043
Rab5b,Rab5b<em1(IMPC)J>,homozygote,JAX,0.0003751406777541,0.083,0.0,0.223,8.0,2541.0,Rab5b_Rab5b<em1(IMPC)J>_homozygote_JAX,20.02,19.958,20.071,20.056,20.109,0.0080645161290322,0.124,0.0,0.33,4.0,1264.0,Rab5b_Rab5b<em1(IMPC)J>_homozygote_JAX_male,19.982,20.055,19.965,20.033,20.096,0.0089544709294993,0.126,0.0,0.333,4.0,1277.0,Rab5b_Rab5b<em1(IMPC)J>_homozygote_JAX_female,20.012,19.957,19.924,20.041,20.008
Crybb3,Crybb3<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,0.093344266776001,0.238,0.0,0.544,4.0,569.0,Crybb3_Crybb3<tm1.1(KOMP)Vlcg>_homozygote_UC Davis,17.993,18.913,16.204,14.816,22.437,,,,,,,,,,,,,,,,,,,,,,,,
Fyb1,Fyb1<tm1b(EUCOMM)Hmgu>,homozygote,HMGU,0.0016276449229998,0.092,0.0,0.252,7.0,755.0,Fyb1_Fyb1<tm1b(EUCOMM)Hmgu>_homozygote_HMGU,20.008,20.071,19.997,19.993,19.942,0.0081915563957151,0.126,0.0,0.335,4.0,392.0,Fyb1_Fyb1<tm1b(EUCOMM)Hmgu>_homozygote_HMGU_male,20.057,20.025,20.047,19.943,19.989,0.0165184243964421,0.144,0.0,0.378,3.0,363.0,Fyb1_Fyb1<tm1b(EUCOMM)Hmgu>_homozygote_HMGU_female,20.008,19.993,19.956,20.1,19.992
Defb20,Defb20<tm1b(EUCOMM)Hmgu>,homozygote,JAX,0.0008757662955085,0.092,0.0,0.252,7.0,2541.0,Defb20_Defb20<tm1b(EUCOMM)Hmgu>_homozygote_JAX,19.963,19.943,19.923,19.969,20.033,0.0163892770931266,0.143,0.0,0.368,3.0,1264.0,Defb20_Defb20<tm1b(EUCOMM)Hmgu>_homozygote_JAX_male,19.974,20.005,20.011,19.97,20.052,0.0064159013712416,0.126,0.0,0.335,4.0,1277.0,Defb20_Defb20<tm1b(EUCOMM)Hmgu>_homozygote_JAX_female,19.957,19.973,20.02,20.045,19.957
Gata5,Gata5<tm1b(KOMP)Wtsi>,homozygote,UC Davis,2.84985563041386,0.61,0.302,0.91,4.0,569.0,Gata5_Gata5<tm1b(KOMP)Wtsi>_homozygote_UC Davis,16.913,18.552,18.275,13.508,16.35,,,,,,,,,,,,,,,,,,,,,,,,
Acsm2,Acsm2<tm1.1(KOMP)Vlcg>,homozygote,JAX,0.0129146619397315,0.184,0.006,0.384,8.0,2541.0,Acsm2_Acsm2<tm1.1(KOMP)Vlcg>_homozygote_JAX,19.98,20.642,16.805,21.024,18.459,0.1224919320892381,0.286,0.02,0.57,4.0,1264.0,Acsm2_Acsm2<tm1.1(KOMP)Vlcg>_homozygote_JAX_male,19.329,20.292,16.896,20.895,18.287,0.0079375078745117,0.124,0.0,0.327,4.0,1277.0,Acsm2_Acsm2<tm1.1(KOMP)Vlcg>_homozygote_JAX_female,20.046,20.016,20.046,20.034,19.988
Ivd,Ivd<tm1b(EUCOMM)Hmgu>,heterozygote,HMGU,0.0005002501250625,0.091,0.0,0.249,7.0,755.0,Ivd_Ivd<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU,20.039,20.02,19.948,19.964,20.022,0.0092090324208401,0.127,0.0,0.339,4.0,392.0,Ivd_Ivd<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU_male,20.019,19.939,19.96,19.926,19.951,0.019108280254777,0.143,0.0,0.377,3.0,363.0,Ivd_Ivd<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU_female,20.003,19.985,19.991,20.022,19.995
Smg9,Smg9<tm1b(EUCOMM)Wtsi>,heterozygote,WTSI,0.006669183339625,0.125,0.0,0.329,4.0,904.0,Smg9_Smg9<tm1b(EUCOMM)Wtsi>_heterozygote_WTSI,19.932,19.972,20.064,19.992,20.093,0.0161310809094373,0.142,0.0,0.374,3.0,453.0,Smg9_Smg9<tm1b(EUCOMM)Wtsi>_heterozygote_WTSI_male,19.974,19.997,19.99,19.957,20.015,,,,,,,,,,,,
Smg9,Smg9<em1(IMPC)J>,heterozygote,JAX,0.004772670183371,0.155,0.0,0.337,8.0,2541.0,Smg9_Smg9<em1(IMPC)J>_heterozygote_JAX,15.411,18.47,18.622,19.139,18.954,0.0614302772986599,0.237,0.001,0.498,4.0,1264.0,Smg9_Smg9<em1(IMPC)J>_heterozygote_JAX_male,15.279,18.435,18.714,19.264,18.922,0.0075566750629722,0.124,0.0,0.327,4.0,1277.0,Smg9_Smg9<em1(IMPC)J>_heterozygote_JAX_female,19.95,20.057,19.935,20.016,20.038
Mgat4c,Mgat4c<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,0.0060362173038229,0.167,0.01,0.353,8.0,904.0,Mgat4c_Mgat4c<tm1a(EUCOMM)Wtsi>_homozygote_WTSI,28.571,16.464,14.928,17.051,19.309,0.063264221158958,0.25,0.014,0.505,4.0,453.0,Mgat4c_Mgat4c<tm1a(EUCOMM)Wtsi>_homozygote_WTSI_male,28.662,16.497,14.852,17.365,19.53,0.0065425264217413,0.123,0.0,0.323,4.0,451.0,Mgat4c_Mgat4c<tm1a(EUCOMM)Wtsi>_homozygote_WTSI_female,20.128,20.026,20.019,20.002,19.948
Adgb,Adgb<em1(IMPC)Mbp>,homozygote,UC Davis,0.0914051841746248,0.241,0.0,0.535,3.0,569.0,Adgb_Adgb<em1(IMPC)Mbp>_homozygote_UC Davis,19.866,18.762,17.683,17.778,18.754,,,,,,,,,,,,,,,,,,,,,,,,
Pdhx,Pdhx<tm1b(EUCOMM)Hmgu>,heterozygote,HMGU,0.0,0.101,0.0,0.231,19.0,755.0,Pdhx_Pdhx<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU,20.826,16.528,16.368,18.032,17.801,0.0005002501250625,0.078,0.0,0.209,9.0,392.0,Pdhx_Pdhx<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU_male,20.007,19.944,19.987,20.002,19.943,0.0065425264217413,0.164,0.0,0.357,10.0,363.0,Pdhx_Pdhx<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU_female,20.812,16.703,16.488,17.841,17.732
Prc1,Prc1<tm1b(EUCOMM)Hmgu>,heterozygote,HMGU,0.0006253908692933,0.084,0.0,0.231,8.0,755.0,Prc1_Prc1<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU,20.021,20.039,20.015,19.99,19.978,0.0081915563957151,0.125,0.0,0.327,4.0,392.0,Prc1_Prc1<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU_male,19.961,19.961,19.952,19.972,20.031,0.0076835873535709,0.127,0.0,0.334,4.0,363.0,Prc1_Prc1<tm1b(EUCOMM)Hmgu>_heterozygote_HMGU_female,20.01,20.003,20.013,19.967,19.933
Gimap3,Gimap3<em1(IMPC)J>,homozygote,JAX,0.0002500625156289,0.083,0.0,0.229,8.0,2541.0,Gimap3_Gimap3<em1(IMPC)J>_homozygote_JAX,19.973,19.984,20.013,19.975,20.032,0.0101010101010101,0.125,0.0,0.332,4.0,1264.0,Gimap3_Gimap3<em1(IMPC)J>_homozygote_JAX_male,20.039,19.992,20.056,19.925,20.051,0.0061627468242988,0.124,0.0,0.322,4.0,1277.0,Gimap3_Gimap3<em1(IMPC)J>_homozygote_JAX_female,19.998,20.04,20.051,20.004,20.014
Klf12,Klf12<tm1b(EUCOMM)Wtsi>,heterozygote,ICS,0.1337868480725623,0.301,0.033,0.582,6.0,1512.0,Klf12_Klf12<tm1b(EUCOMM)Wtsi>_heterozygote_ICS,18.79,18.099,13.27,16.843,19.489,0.5223596574690771,0.425,0.105,0.759,3.0,767.0,Klf12_Klf12<tm1b(EUCOMM)Wtsi>_heterozygote_ICS_male,19.103,18.491,13.605,17.137,19.878,0.0167768174885612,0.143,0.0,0.374,3.0,745.0,Klf12_Klf12<tm1b(EUCOMM)Wtsi>_heterozygote_ICS_female,20.02,19.92,20.037,19.91,19.951
Fut4,Fut4<em1(IMPC)Ics>,homozygote,ICS,0.0022550739163117,0.142,0.004,0.303,10.0,1512.0,Fut4_Fut4<em1(IMPC)Ics>_homozygote_ICS,20.686,16.47,17.854,22.258,21.544,0.0095911155981827,0.126,0.0,0.342,4.0,767.0,Fut4_Fut4<em1(IMPC)Ics>_homozygote_ICS_male,19.94,19.981,20.0,19.947,20.019,0.019367991845056,0.2,0.01,0.422,6.0,745.0,Fut4_Fut4<em1(IMPC)Ics>_homozygote_ICS_female,20.622,16.132,17.5,22.038,21.237
Trp53rkb,Trp53rkb<tm1a(EUCOMM)Wtsi>,homozygote,WTSI,0.0693757519048255,0.251,0.018,0.515,4.0,904.0,Trp53rkb_Trp53rkb<tm1a(EUCOMM)Wtsi>_homozygote_WTSI,19.151,18.827,14.879,15.206,19.238,,,,,,,,,,,,,0.0689470871191876,0.249,0.016,0.512,4.0,451.0,Trp53rkb_Trp53rkb<tm1a(EUCOMM)Wtsi>_homozygote_WTSI_female,19.258,18.813,14.899,15.071,18.986
Nup62cl,Nup62cl<em1(IMPC)J>,hemizygote,JAX,0.0742580905062441,0.254,0.009,0.516,4.0,2541.0,Nup62cl_Nup62cl<em1(IMPC)J>_hemizygote_JAX,14.685,15.354,24.211,17.806,19.941,0.0708071208673537,0.251,0.02,0.519,4.0,1264.0,Nup62cl_Nup62cl<em1(IMPC)J>_hemizygote_JAX_male,14.524,15.476,24.301,17.962,19.907,,,,,,,,,,,,
Nup62cl,Nup62cl<em1(IMPC)J>,homozygote,JAX,0.1297839288236124,0.281,0.018,0.584,4.0,2541.0,Nup62cl_Nup62cl<em1(IMPC)J>_homozygote_JAX,14.321,16.469,22.085,19.513,18.426,,,,,,,,,,,,,0.1396011396011396,0.286,0.018,0.594,4.0,1277.0,Nup62cl_Nup62cl<em1(IMPC)J>_homozygote_JAX_female,14.269,16.413,21.881,19.26,18.266
Tbcc,Tbcc<em1(IMPC)J>,heterozygote,JAX,0.0007505629221916,0.091,0.0,0.248,8.0,2541.0,Tbcc_Tbcc<em1(IMPC)J>_heterozygote_JAX,19.649,19.64,19.633,19.957,19.994,0.0102285642126531,0.125,0.0,0.328,4.0,1264.0,Tbcc_Tbcc<em1(IMPC)J>_heterozygote_JAX_male,20.019,20.011,20.003,20.016,19.964,0.0174233753020475,0.145,0.0,0.378,4.0,1277.0,Tbcc_Tbcc<em1(IMPC)J>_heterozygote_JAX_female,19.241,19.383,19.34,20.057,19.802
Aurka,Aurka<tm1b(EUCOMM)Hmgu>,heterozygote,JAX,0.0002500625156289,0.09,0.0,0.241,7.0,2541.0,Aurka_Aurka<tm1b(EUCOMM)Hmgu>_heterozygote_JAX,20.003,20.0,19.981,20.002,19.954,0.014455997971088,0.144,0.0,0.373,3.0,1264.0,Aurka_Aurka<tm1b(EUCOMM)Hmgu>_heterozygote_JAX_male,19.946,20.047,19.983,19.92,20.004,0.0076835873535709,0.123,0.0,0.33,4.0,1277.0,Aurka_Aurka<tm1b(EUCOMM)Hmgu>_heterozygote_JAX_female,19.991,20.061,20.019,20.002,20.055
Krt27,Krt27<em1(IMPC)Ccpcz>,homozygote,CCP-IMG,0.005151400929765,0.165,0.008,0.355,9.0,2953.0,Krt27_Krt27<em1(IMPC)Ccpcz>_homozygote_CCP-IMG,14.134,17.72,16.615,21.083,20.784,0.070520540612873,0.249,0.019,0.52,4.0,1480.0,Krt27_Krt27<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_male,14.35,18.226,17.085,21.443,21.349,0.0045203415369161,0.118,0.0,0.312,5.0,1473.0,Krt27_Krt27<em1(IMPC)Ccpcz>_homozygote_CCP-IMG_female,19.933,19.554,19.785,19.888,19.936
Ms4a3,Ms4a3<tm1.1(KOMP)Vlcg>,homozygote,UC Davis,0.0111223458038422,0.131,0.0,0.351,4.0,569.0,Ms4a3_Ms4a3<tm1.1(KOMP)Vlcg>_homozygote_UC Davis,19.772,19.762,19.609,19.89,20.17,,,,,,,,,,,,,,,,,,,,,,,,
Cfdp1,Cfdp1<em1(IMPC)J>,heterozygote,JAX,0.0012515644555694,0.09,0.0,0.243,7.0,2541.0,Cfdp1_Cfdp1<em1(IMPC)J>_heterozygote_JAX,19.905,19.991,20.033,20.011,20.018,0.0069225928256765,0.126,0.0,0.336,4.0,1264.0,Cfdp1_Cfdp1<em1(IMPC)J>_heterozygote_JAX_male,20.013,19.972,19.995,20.038,19.953,0.015228426395939,0.143,0.0,0.38,3.0,1277.0,Cfdp1_Cfdp1<em1(IMPC)J>_heterozygote_JAX_female,20.004,20.0,20.017,20.021,20.002
Sun5,Sun5<em1(IMPC)Mbp>,homozygote,UC Davis,0.0090817356205852,0.124,0.0,0.33,4.0,569.0,Sun5_Sun5<em1(IMPC)Mbp>_homozygote_UC Davis,19.985,19.991,19.998,20.009,20.018,,,,,,,,,,,,,,,,,,,,,,,,
